source_id,phot_g_mean_mag,bp_rp,parallax,parallax_over_error,pm,b,l,ecl_lat,ecl_lon,ruwe,v
5703888058542880896,19.597963,0.322973,1.3616973828503283,4.278472,207.87631,13.599432251899845,245.99334300224004,-37.63045682296605,141.64336756487043,0.98253,723.6069720794029
3688712561723372672,18.766459,-0.016319,1.4192747109083652,7.231967,211.64189,61.82217157165629,306.715100330117,4.852452035764072,193.86976360230992,1.008971,706.827619700724
6368583523760274176,16.869844,-0.37406,0.3078864000008207,4.725116,36.638474,-33.49295194499775,316.9833582732064,-55.46215080687607,286.8386641191138,1.04972,564.0598754620376
6416314659255288704,20.001963,0.335079,1.8936721794119347,4.914148,221.71623,-28.731589077612536,322.7644419912126,-49.80571164435116,280.4096696892029,1.025437,554.9719494888677
6841322701358236416,19.09738,0.016804,2.7871410576383764,6.454955,321.47653,-42.12595122876518,35.72922849246024,-1.0368528444009044,319.7368534576688,1.058983,546.7246651979062
5808675437975384320,19.800177,-0.02635,2.0557407783394153,5.592335,232.48337,-15.014658491248273,320.48075519841416,-46.940755166452206,259.89515514652385,1.009515,536.0457775374672
4376935406816933120,17.927696,-0.150414,2.056039148871435,19.39061,231.20856,19.294956329206126,26.83477827236683,26.769945513700613,262.12046123937813,0.989464,533.0290337090972
4739233769591077376,19.407776,-0.340424,1.4736671419807028,6.882322,165.58809,-55.99698342807175,282.7179353291292,-63.43246588995374,352.0942129259656,1.03319,532.6084293052385
6640949596389193856,17.880573,0.28861,1.7414315158371412,11.009797,193.17464,-28.516558542573513,341.86255279143927,-33.625770652578794,286.26812358608424,1.046736,525.8017730231086
4753345692095875328,19.539387,0.849884,6.48909735459334,24.48253,714.4841,-60.61027086843362,261.98452570032015,-57.73562729915417,13.238637313928995,1.107528,521.899165000127
6777159394645734400,19.289864,-0.213778,1.640846312875189,5.097662,169.81963,-41.0294098841764,7.995048390452713,-17.935625223421912,307.59483202749465,1.032221,490.5669837779141
855361055035055104,17.639692,0.287199,17.332253621239133,187.28656,1782.6567,51.41497714062518,148.3338371430188,46.23187633185932,134.78948637102036,1.062821,487.51842224941
6778670265357654656,16.160376,-0.420788,0.3835499882675218,5.716695,37.951294,-40.40861670238423,7.806270004110438,-17.810472143834282,306.9385031157217,1.023417,469.01092114050755
4943575978388814976,20.428818,0.481579,3.8499912275742263,6.171465,380.56644,-65.47122629533764,265.96546282222727,-53.76061601297299,7.319231583333831,1.045171,468.54260273598044
2463291012727113216,19.80712,0.349174,3.542406195956408,9.101999,348.21753,-65.13094336423875,166.57270600927205,-19.10962422254094,24.777673636235466,0.973043,465.9406622400507
1241636356209099264,19.657074,0.32028,3.8705569153546917,11.63118,379.02026,64.39429053235598,27.609414661983138,35.73808092453461,209.77986354747017,0.962409,464.15957421467186
5995439960564759296,19.905184,0.141214,2.842153340688485,5.533226,274.69754,8.647302070518398,334.39146331077905,-22.316619952857106,245.03076815361,0.983604,458.12670354618143
2737084320170352256,18.906157,-0.190376,1.7542547600447898,6.268135,167.72339,-33.93215147935482,78.94676403627855,24.161275114648923,344.2101512475268,1.008052,453.188944053023
2119975000945142272,19.975832,0.026985,1.5507691051263452,5.380763,148.2488,20.985253817588443,78.13506177605774,71.33636291210853,294.0098075874266,0.995098,453.1295367382219
1544331701176666624,18.863573,-0.152073,1.042345028006982,6.211896,99.5,67.74717113019462,128.96022982640352,47.47709848909678,162.46503880722426,1.037403,452.47013927987086
